trial,n_total_customers,uf_target,pf,cluster_min,cluster_max,n_clusters,n_25kva,n_50kva,n_75kva,n_oversize_clusters,installed_kva_total,sum_cluster_peak_kw
364,27,0.8,0.9,1,12,3,0,0,1,2,75.0,219.62891443902055
365,27,0.8,0.9,1,12,5,1,1,2,1,225.0,238.83888976300457
366,27,0.8,0.9,1,12,7,2,3,1,1,275.0,269.0927924865428
367,27,0.8,0.9,1,12,3,0,0,2,1,150.0,218.19503714057868
368,27,0.8,0.9,1,12,3,0,1,0,2,50.0,219.9134440211593
369,27,0.8,0.9,1,12,4,0,2,0,2,100.0,219.44433435116437
370,27,0.8,0.9,1,12,3,0,1,0,2,50.0,212.53798310651422
371,27,0.8,0.9,1,12,4,0,1,2,1,200.0,239.05411223661156
372,27,0.8,0.9,1,12,4,0,1,2,1,200.0,234.62309526496588
373,27,0.8,0.9,1,12,4,0,3,0,1,150.0,223.28881440763783
374,27,0.8,0.9,1,12,4,0,1,1,2,125.0,239.32657038349987
375,27,0.8,0.9,1,12,5,1,1,2,1,225.0,239.5556416894891
376,27,0.8,0.9,1,12,3,0,0,1,2,75.0,211.9741699892048
377,27,0.8,0.9,1,12,6,2,1,2,1,250.0,254.13981810071655
378,27,0.8,0.9,1,12,4,1,0,2,1,175.0,233.69070701225348
379,27,0.8,0.9,1,12,5,1,2,1,1,200.0,247.708607669725
380,27,0.8,0.9,1,12,3,0,1,1,1,125.0,213.98519698507
381,27,0.8,0.9,1,12,4,1,0,2,1,175.0,232.5226054281419
382,27,0.8,0.9,1,12,4,1,1,0,2,75.0,219.4019720525794
383,27,0.8,0.9,1,12,4,1,0,1,2,100.0,237.3042992926978
384,27,0.8,0.9,1,12,4,0,0,3,1,225.0,247.20509608426988
385,27,0.8,0.9,1,12,4,1,1,0,2,75.0,227.05134025346476
386,27,0.8,0.9,1,12,4,1,0,1,2,100.0,223.2578085028644
387,27,0.8,0.9,1,12,4,1,1,0,2,75.0,218.46584262695478
388,27,0.8,0.9,1,12,4,0,0,4,0,300.0,236.02548933278663
389,27,0.8,0.9,1,12,5,1,1,2,1,225.0,237.9943340721109
390,27,0.8,0.9,1,12,7,1,5,0,1,275.0,271.5933424801442
391,27,0.8,0.9,1,12,6,2,1,2,1,250.0,253.95313798330034
392,27,0.8,0.9,1,12,5,1,1,1,2,150.0,251.01976964459828
393,27,0.8,0.9,1,12,5,1,2,0,2,125.0,242.39106616972498
394,27,0.8,0.9,1,12,3,0,0,2,1,150.0,224.76760349659034
395,27,0.8,0.9,1,12,3,0,0,1,2,75.0,221.58307238741997
396,27,0.8,0.9,1,12,5,1,2,0,2,125.0,246.6124831516473
397,27,0.8,0.9,1,12,3,0,0,2,1,150.0,215.34552134407932
398,27,0.8,0.9,1,12,5,2,0,1,2,125.0,232.365472128933
399,27,0.8,0.9,1,12,4,0,1,2,1,200.0,230.87767991472415
400,27,0.8,0.9,1,12,5,1,2,0,2,125.0,231.27592088791928
401,27,0.8,0.9,1,12,5,0,3,0,2,150.0,255.20149781925147
402,27,0.8,0.9,1,12,5,1,2,1,1,200.0,235.39591697598482
403,27,0.8,0.9,1,12,5,2,1,0,2,100.0,232.1997289881531
404,27,0.8,0.9,1,12,5,0,2,2,1,250.0,254.48024877808618
405,27,0.8,0.9,1,12,3,0,0,2,1,150.0,220.58118914389811
406,27,0.8,0.9,1,12,4,0,2,0,2,100.0,230.06181586066236
407,27,0.8,0.9,1,12,3,0,1,1,1,125.0,211.4596668991648
408,27,0.8,0.9,1,12,4,1,1,0,2,75.0,227.47810932473317
409,27,0.8,0.9,1,12,5,1,2,1,1,200.0,245.43959126941678
410,27,0.8,0.9,1,12,5,2,1,0,2,100.0,240.57203894625536
411,27,0.8,0.9,1,12,5,1,2,1,1,200.0,244.80734305105045
412,27,0.8,0.9,1,12,7,0,5,1,1,325.0,282.4700904363396
413,27,0.8,0.9,1,12,5,1,1,1,2,150.0,231.0817863288753
414,27,0.8,0.9,1,12,4,1,0,2,1,175.0,232.76799063862785
415,27,0.8,0.9,1,12,6,3,2,0,1,175.0,244.0814514403139
416,27,0.8,0.9,1,12,4,0,2,0,2,100.0,233.13159765049352
417,27,0.8,0.9,1,12,4,0,1,2,1,200.0,228.94786038922112
418,27,0.8,0.9,1,12,5,1,1,2,1,225.0,241.80531865526112
419,27,0.8,0.9,1,12,3,0,1,0,2,50.0,217.31043219586314
420,27,0.8,0.9,1,12,7,3,2,0,2,175.0,275.6925022499827
421,27,0.8,0.9,1,12,6,3,0,2,1,225.0,242.4581325900833
422,27,0.8,0.9,1,12,4,0,1,2,1,200.0,229.4831813184498
423,27,0.8,0.9,1,12,4,0,1,2,1,200.0,232.99251244029261
424,27,0.8,0.9,1,12,6,2,1,2,1,250.0,255.89372597536774
425,27,0.8,0.9,1,12,6,2,2,0,2,150.0,245.0393887643425
426,27,0.8,0.9,1,12,5,2,1,0,2,100.0,232.84999913308368
427,27,0.8,0.9,1,12,5,2,0,2,1,200.0,230.56340075106178
428,27,0.8,0.9,1,12,5,2,0,2,1,200.0,240.67193986706496
429,27,0.8,0.9,1,12,4,1,0,2,1,175.0,227.263143698622
430,27,0.8,0.9,1,12,6,2,2,1,1,225.0,256.0384391502221
431,27,0.8,0.9,1,12,4,0,2,1,1,175.0,231.67305444604096
432,27,0.8,0.9,1,12,5,1,2,1,1,200.0,236.10603921448185
433,27,0.8,0.9,1,12,5,1,2,0,2,125.0,243.45004350939718
434,27,0.8,0.9,1,12,5,0,2,3,0,325.0,253.30173093246992
435,27,0.8,0.9,1,12,4,1,0,2,1,175.0,220.7839766515328
436,27,0.8,0.9,1,12,3,0,0,2,1,150.0,217.82888157419825
437,27,0.8,0.9,1,12,4,0,1,1,2,125.0,237.55497639826308
438,27,0.8,0.9,1,12,4,1,0,2,1,175.0,233.78666787354783
439,27,0.8,0.9,1,12,6,1,3,1,1,250.0,256.37801834550845
440,27,0.8,0.9,1,12,5,1,2,1,1,200.0,235.32160330571833
441,27,0.8,0.9,1,12,6,0,4,1,1,275.0,259.3262001010186
442,27,0.8,0.9,1,12,4,0,1,2,1,200.0,227.03107031084056
443,27,0.8,0.9,1,12,7,1,2,4,0,425.0,282.17143192803
444,27,0.8,0.9,1,12,3,0,0,1,2,75.0,231.19446189715993
445,27,0.8,0.9,1,12,5,1,2,1,1,200.0,240.60693296361907
446,27,0.8,0.9,1,12,4,0,1,1,2,125.0,232.90943899054727
447,27,0.8,0.9,1,12,5,1,2,1,1,200.0,246.15881269134644
448,27,0.8,0.9,1,12,5,2,0,2,1,200.0,243.54078066108974
449,27,0.8,0.9,1,12,4,1,1,0,2,75.0,229.89319061060024
450,27,0.8,0.9,1,12,5,1,2,0,2,125.0,242.76993228697552
451,27,0.8,0.9,1,12,7,2,3,1,1,275.0,267.15482524468075
452,27,0.8,0.9,1,12,4,1,0,2,1,175.0,224.6740720994009
453,27,0.8,0.9,1,12,5,0,2,3,0,325.0,242.3589966507811
454,27,0.8,0.9,1,12,5,2,1,1,1,175.0,230.25230064729533
455,27,0.8,0.9,1,12,5,3,0,0,2,75.0,245.50454738637688
456,27,0.8,0.9,1,12,3,0,1,1,1,125.0,215.271795824427
457,27,0.8,0.9,1,12,5,1,1,1,2,150.0,243.91514321465766
458,27,0.8,0.9,1,12,4,0,1,2,1,200.0,224.7488695699123
459,27,0.8,0.9,1,12,6,1,3,1,1,250.0,252.68950740469884
460,27,0.8,0.9,1,12,5,1,1,2,1,225.0,242.24348598147594
461,27,0.8,0.9,1,12,3,0,0,0,3,0.0,219.96572845240067
462,27,0.8,0.9,1,12,6,2,1,2,1,250.0,255.33325724860828
463,27,0.8,0.9,1,12,5,1,2,1,1,200.0,235.7785043606191
464,27,0.8,0.9,1,12,4,0,1,1,2,125.0,236.85099391729278
465,27,0.8,0.9,1,12,4,1,1,1,1,150.0,213.96619102607775
466,27,0.8,0.9,1,12,4,0,1,2,1,200.0,231.6909212074689
467,27,0.8,0.9,1,12,6,3,0,2,1,225.0,251.67143621047478
468,27,0.8,0.9,1,12,4,0,2,0,2,100.0,224.43648896192252
469,27,0.8,0.9,1,12,5,0,3,1,1,225.0,242.85575987770457
470,27,0.8,0.9,1,12,4,1,0,2,1,175.0,232.43432242990997
471,27,0.8,0.9,1,12,4,0,2,0,2,100.0,239.69353426562571
472,27,0.8,0.9,1,12,6,1,2,2,1,275.0,268.04601959400793
473,27,0.8,0.9,1,12,5,2,0,2,1,200.0,238.48123708169172
474,27,0.8,0.9,1,12,4,1,1,1,1,150.0,228.67017164206658
475,27,0.8,0.9,1,12,4,1,1,1,1,150.0,225.88410645921235
476,27,0.8,0.9,1,12,6,2,1,2,1,250.0,260.03672124064434
477,27,0.8,0.9,1,12,7,3,2,1,1,250.0,249.98993101387123
478,27,0.8,0.9,1,12,5,0,2,3,0,325.0,246.00867257836677
479,27,0.8,0.9,1,12,6,2,1,3,0,325.0,256.87964213350125
480,27,0.8,0.9,1,12,5,2,0,1,2,125.0,248.5700480621002
481,27,0.8,0.9,1,12,3,0,0,2,1,150.0,214.45542119086002
482,27,0.8,0.9,1,12,6,2,1,2,1,250.0,267.2635312805363
483,27,0.8,0.9,1,12,5,1,1,2,1,225.0,248.77780392236508
484,27,0.8,0.9,1,12,3,0,0,1,2,75.0,209.1775160940864
485,27,0.8,0.9,1,12,5,0,3,1,1,225.0,251.76540641281287
486,27,0.8,0.9,1,12,4,0,1,2,1,200.0,240.74513961324297
487,27,0.8,0.9,1,12,4,1,1,0,2,75.0,220.72901074552794
488,27,0.8,0.9,1,12,5,2,0,1,2,125.0,250.31616065255034
489,27,0.8,0.9,1,12,4,1,0,2,1,175.0,236.72363475411606
490,27,0.8,0.9,1,12,6,1,2,3,0,350.0,263.1778458340916
491,27,0.8,0.9,1,12,3,0,0,2,1,150.0,221.75041926557924
492,27,0.8,0.9,1,12,6,2,1,1,2,175.0,259.1456934543696
493,27,0.8,0.9,1,12,5,1,2,1,1,200.0,236.28108178874027
494,27,0.8,0.9,1,12,3,0,0,1,2,75.0,216.31259190544395
495,27,0.8,0.9,1,12,5,0,2,3,0,325.0,239.53207407241172
496,27,0.8,0.9,1,12,4,0,1,2,1,200.0,234.62467598653075
497,27,0.8,0.9,1,12,5,0,3,1,1,225.0,241.40832959622213
498,27,0.8,0.9,1,12,5,1,2,0,2,125.0,241.94145880689211
499,27,0.8,0.9,1,12,5,2,1,1,1,175.0,238.98032608581215
500,27,0.8,0.9,1,12,4,1,1,0,2,75.0,229.5140057364953
501,27,0.8,0.9,1,12,4,0,2,1,1,175.0,228.33132450458774
502,27,0.8,0.9,1,12,3,0,1,1,1,125.0,213.62418916140928
503,27,0.8,0.9,1,12,5,2,0,1,2,125.0,233.66249103249817
504,27,0.8,0.9,1,12,4,0,2,1,1,175.0,232.33671403326542
505,27,0.8,0.9,1,12,6,1,1,4,0,375.0,263.95436789473035
506,27,0.8,0.9,1,12,4,0,2,1,1,175.0,227.40154425559052
507,27,0.8,0.9,1,12,4,0,2,1,1,175.0,235.56889475610168
508,27,0.8,0.9,1,12,6,1,4,0,1,225.0,263.22603391257906
509,27,0.8,0.9,1,12,3,0,1,0,2,50.0,224.9038414290667
510,27,0.8,0.9,1,12,4,1,1,0,2,75.0,226.1598478547961
511,27,0.8,0.9,1,12,4,0,2,1,1,175.0,233.51053493764908
512,27,0.8,0.9,1,12,3,0,1,0,2,50.0,215.5798008020539
513,27,0.8,0.9,1,12,5,1,2,1,1,200.0,233.73602355916174
514,27,0.8,0.9,1,12,5,1,1,1,2,150.0,244.9382191145323
515,27,0.8,0.9,1,12,5,2,1,1,1,175.0,239.50418576541446
516,27,0.8,0.9,1,12,4,2,0,0,2,50.0,231.38881604870713
517,27,0.8,0.9,1,12,4,1,1,0,2,75.0,220.11059474496534
518,27,0.8,0.9,1,12,6,1,3,1,1,250.0,256.6340763955723
519,27,0.8,0.9,1,12,4,0,1,2,1,200.0,228.27737678497738
520,27,0.8,0.9,1,12,3,0,0,0,3,0.0,218.28524722137064
521,27,0.8,0.9,1,12,5,2,1,1,1,175.0,244.33430160115805
522,27,0.8,0.9,1,12,4,0,0,3,1,225.0,229.05827511090635
523,27,0.8,0.9,1,12,9,5,2,1,1,300.0,301.80701864077827
524,27,0.8,0.9,1,12,3,0,0,1,2,75.0,212.33096611915855
525,27,0.8,0.9,1,12,4,1,0,0,3,25.0,234.34297164932167
526,27,0.8,0.9,1,12,6,1,2,3,0,350.0,247.48574529534866
527,27,0.8,0.9,1,12,4,1,2,0,1,125.0,227.20641098900714
528,27,0.8,0.9,1,12,4,0,0,3,1,225.0,228.9920292475312
529,27,0.8,0.9,1,12,3,0,1,0,2,50.0,207.045639832957
530,27,0.8,0.9,1,12,4,1,0,2,1,175.0,237.80481816043437
531,27,0.8,0.9,1,12,5,1,1,2,1,225.0,246.9584562420714
532,27,0.8,0.9,1,12,5,2,1,0,2,100.0,231.8444832466837
533,27,0.8,0.9,1,12,4,0,1,2,1,200.0,243.64220174550275
534,27,0.8,0.9,1,12,3,0,0,1,2,75.0,230.31904284848565
535,27,0.8,0.9,1,12,4,1,0,1,2,100.0,225.7729317189138
536,27,0.8,0.9,1,12,4,0,1,1,2,125.0,230.36100070380647
537,27,0.8,0.9,1,12,3,0,0,1,2,75.0,223.0485638787651
538,27,0.8,0.9,1,12,4,0,1,2,1,200.0,241.1044744819055
539,27,0.8,0.9,1,12,4,0,0,2,2,150.0,243.42437025124045
540,27,0.8,0.9,1,12,5,2,0,1,2,125.0,255.3006102829633
541,27,0.8,0.9,1,12,3,0,1,0,2,50.0,206.85854660172137
542,27,0.8,0.9,1,12,5,1,0,3,1,250.0,240.6046991151024
543,27,0.8,0.9,1,12,5,1,2,1,1,200.0,235.39643596241353
544,27,0.8,0.9,1,12,4,0,2,1,1,175.0,225.83663072492314
545,27,0.8,0.9,1,12,5,0,3,1,1,225.0,241.63439580199156
546,27,0.8,0.9,1,12,4,1,0,2,1,175.0,221.98712537306184
547,27,0.8,0.9,1,12,4,1,0,2,1,175.0,226.49530481377457
548,27,0.8,0.9,1,12,7,3,2,1,1,250.0,261.271839995929
549,27,0.8,0.9,1,12,4,0,2,1,1,175.0,228.2249555558271
550,27,0.8,0.9,1,12,4,1,0,2,1,175.0,213.8070681511056
551,27,0.8,0.9,1,12,4,0,0,4,0,300.0,230.19477305940651
552,27,0.8,0.9,1,12,4,1,0,1,2,100.0,229.506241059475
553,27,0.8,0.9,1,12,4,0,1,2,1,200.0,232.8199834667749
554,27,0.8,0.9,1,12,3,0,0,2,1,150.0,222.05474448566184
555,27,0.8,0.9,1,12,3,0,1,0,2,50.0,218.15471963040432
556,27,0.8,0.9,1,12,7,3,3,0,1,225.0,257.7448541871598
557,27,0.8,0.9,1,12,8,4,2,0,2,200.0,265.23694372562517
558,27,0.8,0.9,1,12,4,0,1,2,1,200.0,236.55768589684186
559,27,0.8,0.9,1,12,5,1,3,0,1,175.0,248.8069424892858
560,27,0.8,0.9,1,12,4,0,2,1,1,175.0,233.26225149622596
561,27,0.8,0.9,1,12,6,0,3,3,0,375.0,259.34305928489044
562,27,0.8,0.9,1,12,8,4,1,2,1,300.0,274.9456975208474
563,27,0.8,0.9,1,12,6,3,1,0,2,125.0,250.06062467656523
564,27,0.8,0.9,1,12,5,1,1,1,2,150.0,252.53597461155863
565,27,0.8,0.9,1,12,4,0,2,1,1,175.0,236.31833966240606
566,27,0.8,0.9,1,12,5,1,2,1,1,200.0,244.53129755168948
567,27,0.8,0.9,1,12,7,0,5,1,1,325.0,273.7605779471808
568,27,0.8,0.9,1,12,4,1,0,1,2,100.0,231.82989320915038
569,27,0.8,0.9,1,12,3,0,0,1,2,75.0,219.40957356412554
570,27,0.8,0.9,1,12,4,1,1,0,2,75.0,223.93902329471953
571,27,0.8,0.9,1,12,4,0,1,2,1,200.0,232.4906525099805
572,27,0.8,0.9,1,12,4,0,0,4,0,300.0,225.49335754281444
573,27,0.8,0.9,1,12,3,0,0,1,2,75.0,213.49054751511346
574,27,0.8,0.9,1,12,5,1,2,0,2,125.0,250.39447957854995
575,27,0.8,0.9,1,12,3,0,1,0,2,50.0,210.66682751169972
576,27,0.8,0.9,1,12,4,0,1,2,1,200.0,224.73974841499899
577,27,0.8,0.9,1,12,4,0,1,1,2,125.0,247.98578138469017
578,27,0.8,0.9,1,12,3,0,0,1,2,75.0,216.73580331983771
579,27,0.8,0.9,1,12,6,1,2,3,0,350.0,253.29491089345458
580,27,0.8,0.9,1,12,7,1,5,0,1,275.0,261.1011848410682
581,27,0.8,0.9,1,12,5,1,2,0,2,125.0,225.43990447296216
582,27,0.8,0.9,1,12,4,0,2,1,1,175.0,240.19914411656805
583,27,0.8,0.9,1,12,5,1,2,1,1,200.0,230.0373515468839
584,27,0.8,0.9,1,12,7,3,1,2,1,275.0,261.6590917976543
585,27,0.8,0.9,1,12,5,0,3,1,1,225.0,260.03504772353205
586,27,0.8,0.9,1,12,4,0,1,2,1,200.0,227.61236792010402
587,27,0.8,0.9,1,12,4,0,1,1,2,125.0,235.19083977666634
588,27,0.8,0.9,1,12,4,0,0,3,1,225.0,231.8238748213307
589,27,0.8,0.9,1,12,7,1,5,0,1,275.0,266.03076571602264
590,27,0.8,0.9,1,12,7,2,3,1,1,275.0,277.12124993863506
591,27,0.8,0.9,1,12,5,1,2,1,1,200.0,244.211000437703
592,27,0.8,0.9,1,12,5,0,3,1,1,225.0,243.36973616036073
593,27,0.8,0.9,1,12,3,0,0,1,2,75.0,222.62484900756562
594,27,0.8,0.9,1,12,3,0,0,1,2,75.0,219.87136570074767
595,27,0.8,0.9,1,12,3,0,0,2,1,150.0,221.64580706458048
596,27,0.8,0.9,1,12,4,1,0,1,2,100.0,235.57816671804125
597,27,0.8,0.9,1,12,5,1,3,0,1,175.0,238.33467053608496
598,27,0.8,0.9,1,12,3,0,0,1,2,75.0,229.3315357883228
599,27,0.8,0.9,1,12,5,0,4,0,1,200.0,249.35557331531612
600,27,0.8,0.9,1,12,4,0,1,1,2,125.0,230.70275345151376
601,27,0.8,0.9,1,12,5,0,3,1,1,225.0,250.47922151552388
602,27,0.8,0.9,1,12,5,1,1,2,1,225.0,253.00936591528733
603,27,0.8,0.9,1,12,4,0,1,1,2,125.0,238.1252933924254
604,27,0.8,0.9,1,12,4,1,0,1,2,100.0,231.9983759914079
605,27,0.8,0.9,1,12,5,0,3,1,1,225.0,245.57329181864603
606,27,0.8,0.9,1,12,6,1,3,1,1,250.0,246.36893445449851
607,27,0.8,0.9,1,12,4,0,1,1,2,125.0,232.42066668848227
608,27,0.8,0.9,1,12,6,1,2,2,1,275.0,264.84684833094
609,27,0.8,0.9,1,12,6,1,3,1,1,250.0,262.2164969485838
610,27,0.8,0.9,1,12,4,1,1,0,2,75.0,218.9934427156411
611,27,0.8,0.9,1,12,5,3,0,0,2,75.0,225.7532041426737
612,27,0.8,0.9,1,12,3,0,0,1,2,75.0,227.93041532301885
613,27,0.8,0.9,1,12,4,0,1,2,1,200.0,234.51273204623044
614,27,0.8,0.9,1,12,5,0,2,2,1,250.0,244.0024576565035
615,27,0.8,0.9,1,12,5,1,1,1,2,150.0,245.46205394163894
616,27,0.8,0.9,1,12,3,0,1,1,1,125.0,213.1036175442291
617,27,0.8,0.9,1,12,5,2,1,0,2,100.0,249.98243737375134
618,27,0.8,0.9,1,12,5,0,3,1,1,225.0,262.7595682652407
619,27,0.8,0.9,1,12,3,0,0,1,2,75.0,222.98293484053215
620,27,0.8,0.9,1,12,4,0,2,1,1,175.0,239.2196268574069
621,27,0.8,0.9,1,12,5,1,2,0,2,125.0,247.94888341434768
622,27,0.8,0.9,1,12,7,2,3,1,1,275.0,262.7004185450701
623,27,0.8,0.9,1,12,5,2,1,0,2,100.0,227.08803406229063
624,27,0.8,0.9,1,12,4,0,1,2,1,200.0,221.83349857936682
625,27,0.8,0.9,1,12,4,0,1,2,1,200.0,234.29087785137494
626,27,0.8,0.9,1,12,4,1,0,2,1,175.0,231.38837979329895
627,27,0.8,0.9,1,12,4,0,1,2,1,200.0,226.1022068230838
628,27,0.8,0.9,1,12,6,2,2,1,1,225.0,257.6501507530073
629,27,0.8,0.9,1,12,4,0,1,2,1,200.0,236.05111077620933
630,27,0.8,0.9,1,12,6,3,1,1,1,200.0,246.7007627999135
631,27,0.8,0.9,1,12,4,1,1,0,2,75.0,232.1427488733517
632,27,0.8,0.9,1,12,3,0,0,1,2,75.0,232.80960459306766
633,27,0.8,0.9,1,12,6,2,2,1,1,225.0,249.70746998322392
634,27,0.8,0.9,1,12,4,1,1,1,1,150.0,228.08155764839398
635,27,0.8,0.9,1,12,4,2,0,0,2,50.0,223.31351121852344
636,27,0.8,0.9,1,12,5,1,2,0,2,125.0,241.7937901818633
637,27,0.8,0.9,1,12,5,1,3,0,1,175.0,244.5145349481008
638,27,0.8,0.9,1,12,7,2,4,0,1,250.0,274.94365742198806
639,27,0.8,0.9,1,12,6,2,1,2,1,250.0,254.02927732690878
640,27,0.8,0.9,1,12,7,2,4,0,1,250.0,254.26105767617602
641,27,0.8,0.9,1,12,4,0,1,2,1,200.0,224.72661726986922
642,27,0.8,0.9,1,12,5,1,2,1,1,200.0,250.72526053137878
643,27,0.8,0.9,1,12,5,1,1,2,1,225.0,253.23997997605863
644,27,0.8,0.9,1,12,6,3,1,0,2,125.0,255.6785923221341
645,27,0.8,0.9,1,12,4,1,1,1,1,150.0,237.5040678843075
646,27,0.8,0.9,1,12,5,1,1,2,1,225.0,246.30737668530995
647,27,0.8,0.9,1,12,4,1,0,1,2,100.0,232.81793916927285
648,27,0.8,0.9,1,12,6,0,3,3,0,375.0,264.99312326337065
649,27,0.8,0.9,1,12,3,0,0,1,2,75.0,214.16827969211255
650,27,0.8,0.9,1,12,5,1,1,2,1,225.0,246.65146669144488
651,27,0.8,0.9,1,12,4,1,1,0,2,75.0,234.16453392033355
652,27,0.8,0.9,1,12,4,1,0,1,2,100.0,223.27834552750443
653,27,0.8,0.9,1,12,4,0,2,0,2,100.0,224.00436404229353
654,27,0.8,0.9,1,12,4,1,0,2,1,175.0,227.17307138295507
655,27,0.8,0.9,1,12,6,3,0,2,1,225.0,242.44677458965288
656,27,0.8,0.9,1,12,4,0,1,2,1,200.0,234.50058562655653
657,27,0.8,0.9,1,12,5,0,4,0,1,200.0,242.76646010621354
658,27,0.8,0.9,1,12,4,1,0,2,1,175.0,214.584731996752
659,27,0.8,0.9,1,12,4,0,1,1,2,125.0,233.8756960045158
660,27,0.8,0.9,1,12,4,0,2,1,1,175.0,230.12020065732588
661,27,0.8,0.9,1,12,5,1,1,1,2,150.0,239.83063178254636
662,27,0.8,0.9,1,12,7,3,1,2,1,275.0,256.8444731258168
663,27,0.8,0.9,1,12,3,0,0,0,3,0.0,210.4737270705189
664,27,0.8,0.9,1,12,6,2,1,2,1,250.0,261.2160165774322
665,27,0.8,0.9,1,12,3,0,0,2,1,150.0,221.0242709363231
666,27,0.8,0.9,1,12,5,0,2,2,1,250.0,244.71740222406473
667,27,0.8,0.9,1,12,5,1,1,2,1,225.0,238.34323656432838
668,27,0.8,0.9,1,12,3,0,0,1,2,75.0,219.4261929301009
669,27,0.8,0.9,1,12,4,1,0,2,1,175.0,235.26589905572607
670,27,0.8,0.9,1,12,4,0,1,2,1,200.0,240.45655545855627
671,27,0.8,0.9,1,12,4,0,1,2,1,200.0,231.36962758015963
672,27,0.8,0.9,1,12,5,2,0,1,2,125.0,235.00853008221466
673,27,0.8,0.9,1,12,6,2,2,0,2,150.0,256.02257397953696
674,27,0.8,0.9,1,12,5,2,0,1,2,125.0,235.51957759568344
675,27,0.8,0.9,1,12,5,1,2,1,1,200.0,225.21239957497804
676,27,0.8,0.9,1,12,6,2,3,0,1,200.0,244.34566459940024
677,27,0.8,0.9,1,12,5,1,1,2,1,225.0,235.66260453507212
678,27,0.8,0.9,1,12,6,2,1,1,2,175.0,253.4643146878731
679,27,0.8,0.9,1,12,5,0,1,3,1,275.0,250.8367890198872
680,27,0.8,0.9,1,12,5,1,2,0,2,125.0,247.48068229874474
681,27,0.8,0.9,1,12,5,1,0,4,0,325.0,235.3278008659697
682,27,0.8,0.9,1,12,5,0,2,3,0,325.0,241.1166313781002
683,27,0.8,0.9,1,12,6,2,3,0,1,200.0,242.48347846992715
684,27,0.8,0.9,1,12,4,0,1,2,1,200.0,244.71316266681893
685,27,0.8,0.9,1,12,4,1,2,0,1,125.0,230.12344915606926
686,27,0.8,0.9,1,12,5,2,1,1,1,175.0,233.3182512133855
687,27,0.8,0.9,1,12,6,1,2,3,0,350.0,253.35025067205663
688,27,0.8,0.9,1,12,3,0,1,0,2,50.0,210.03461993652593
689,27,0.8,0.9,1,12,6,1,3,1,1,250.0,256.34195239822884
690,27,0.8,0.9,1,12,3,0,0,2,1,150.0,217.08521787486643
691,27,0.8,0.9,1,12,5,0,2,3,0,325.0,245.08437497438356
692,27,0.8,0.9,1,12,6,1,2,2,1,275.0,262.1808469234485
693,27,0.8,0.9,1,12,4,1,1,1,1,150.0,228.9367692728956
694,27,0.8,0.9,1,12,4,0,1,2,1,200.0,225.416490628817
695,27,0.8,0.9,1,12,5,1,2,1,1,200.0,244.72646518289395
696,27,0.8,0.9,1,12,4,0,2,1,1,175.0,229.56038647171277
697,27,0.8,0.9,1,12,3,0,0,1,2,75.0,210.3883741744109
698,27,0.8,0.9,1,12,5,1,1,2,1,225.0,238.0113938525188
699,27,0.8,0.9,1,12,5,1,1,2,1,225.0,237.5313293677786
700,27,0.8,0.9,1,12,4,1,1,0,2,75.0,223.18244663530385
701,27,0.8,0.9,1,12,6,0,3,3,0,375.0,264.3828394373649
702,27,0.8,0.9,1,12,6,3,0,1,2,150.0,238.41762149713298
703,27,0.8,0.9,1,12,6,0,4,1,1,275.0,261.905948019724
704,27,0.8,0.9,1,12,5,1,2,1,1,200.0,230.4293183829347
705,27,0.8,0.9,1,12,3,0,0,1,2,75.0,218.8268964773473
706,27,0.8,0.9,1,12,4,1,0,1,2,100.0,243.26893085989835
707,27,0.8,0.9,1,12,6,2,3,0,1,200.0,258.89812117037616
708,27,0.8,0.9,1,12,5,1,2,1,1,200.0,232.22860856654012
709,27,0.8,0.9,1,12,4,1,0,1,2,100.0,239.05791224554798
710,27,0.8,0.9,1,12,6,2,2,1,1,225.0,251.07310742571207
711,27,0.8,0.9,1,12,7,3,3,0,1,225.0,256.83095241559295
712,27,0.8,0.9,1,12,4,1,0,1,2,100.0,231.00983865886238
713,27,0.8,0.9,1,12,6,1,3,2,0,325.0,255.75077475865845
714,27,0.8,0.9,1,12,4,1,0,2,1,175.0,226.75361845009888
715,27,0.8,0.9,1,12,5,2,0,1,2,125.0,240.59250501217838
716,27,0.8,0.9,1,12,5,1,1,2,1,225.0,240.60782651069965
717,27,0.8,0.9,1,12,4,1,1,1,1,150.0,224.03144428333118
718,27,0.8,0.9,1,12,5,1,2,0,2,125.0,239.90874955669466
719,27,0.8,0.9,1,12,4,1,0,0,3,25.0,229.47149092403512
720,27,0.8,0.9,1,12,4,0,2,1,1,175.0,227.51781058792943
721,27,0.8,0.9,1,12,5,0,3,0,2,150.0,256.425825888091
722,27,0.8,0.9,1,12,6,3,1,0,2,125.0,242.17805776845012
723,27,0.8,0.9,1,12,4,0,1,1,2,125.0,238.01053641278526
724,27,0.8,0.9,1,12,4,0,1,2,1,200.0,240.68954319399282
725,27,0.8,0.9,1,12,3,0,0,2,1,150.0,234.918060558702
726,27,0.8,0.9,1,12,6,0,5,0,1,250.0,270.0384900261536
727,27,0.8,0.9,1,12,5,1,1,1,2,150.0,241.85417851023675
728,27,0.8,0.9,1,12,6,0,3,3,0,375.0,264.7845997649728
729,27,0.8,0.9,1,12,4,0,2,1,1,175.0,234.97107811644696
